^:<name=gwgz footnote=ck nocheck=true>	note
88.111	初上遣貳師將軍李廣利征匈奴、令陵爲助。及陵與單于相值、而貳師無功、聞遷言、謂遷欲沮止貳師、以成李陵、而爲其游說、遂下獄。理、治獄官。
88.112	拳拳、忠謹貌。列、陳也。
88.113	吏議以爲誣上、天子終從其議、定爲宮刑。
88.114	法可以金贖罪、而遷無金可以自贖。
88.115	觀家貧貨賂三句、則知史遷作貨殖游俠二傳、非無爲也。
88.116	伍、對也。
88.117	陵、
88.118	語、
88.119	囹圄、獄也。
88.120	已上詳敍自己。
88.121	是、
88.122	佴、次也。養蠶之室溫而密、腐刑患風、須入密室乃得全、因呼爲蠶室。
88.123	一二、謂委屈也。言陵與己事、俱不能委曲向俗人說、謂俗人不知也。 ○此段總結上兩段、下乃專敍己所以不自引決之意。
88.124	漢初功臣剖符世爵、又論功定封、申以丹書之信。
88.125	遷父爲太史、掌知天文、律曆、卜筮、祠祝之事。
88.126	不爲天子所重、故爲流俗所輕。
88.127	自引決。
88.128	挽一句指僕之先以下言。
88.129	同趨、
88.130	彼此忖量、輕重較然、結上生下。
88.131	義理、顏色。
88.132	言辭、教令。
88.133	詘體、長跪也。
88.134	易服、著赭衣。
88.135	關木、杻械也。索、繩也。箠、杖也。楚、荊也。
88.136	剔毛髮、髠也。嬰、繞也。嬰金鐵、鉗也。
88.137	短、
88.138	黥刖、劓刵。
88.139	宮刑腐臭、故曰腐刑。 ○歷借不辱受辱者、以形己之極辱、文字奇麗而瓌瑋。
88.140	上大夫有罪、則賜自殺、不致加刑以辱之、所以勵士節。 ○曲一筆、言此是太始之言、非今日之謂。
88.141	檻、圈也。穿地爲坑曰穽。
88.142	其威爲人所制約、故漸積至此。 ○引起。
88.143	鮮、明也。未遇刑自殺爲鮮明。士之勵節如此。
88.144	邦、
88.145	榜、擊也。
88.146	還、
88.147	圜牆、|獄也。
88.148	搶、突也。
88.149	驚惕而喘息。
88.150	勉彊厚顏。
88.151	以上敍己受辱。
88.152	文王。
88.153	有、
88.154	羑里、殷獄名。
88.155	秦始皇相。
88.156	先行墨劓剕宮、而後大辟、故曰具五刑。
88.157	韓信爲楚王、人有告信欲反、高祖用陳平謀、僞遊雲夢、信謁上于陳、高祖令武士縛信、載後車。至洛陽、赦爲淮陰侯。
88.158	彭越、梁王。高祖誅陳豨、徵兵于梁、越稱病、上捕之、囚于洛陽。張敖嗣父耳爲王、人告其反、捕繫之。
88.159	絳侯周勃。誅諸呂、立孝文、權盛于五伯。後有告勃謀反者、遂囚于請罪之室。
88.160	去聲、
88.161	者、
88.162	魏其侯竇嬰。坐灌夫罵丞相田蚡不敬、論棄市。赭、赤色。罪人之服。關、穿也。三木在頸及手足、杻枷械也。
88.163	布爲楚將、數窘漢王、楚滅、高祖購求布千金、敢舍匿者、罪三族、布乃髠鉗之魯朱家、賣之。
88.164	丞相田蚡娶燕王女爲夫人、太后詔列侯宗室皆往賀、潁陰侯灌夫怒罵之、坐不敬、乃繫于田蚡所居之室。
88.165	同網、
88.166	罔、猶法也。
88.167	歷引被辱古人自證。
88.168	言勇怯強弱、皆緣形勢頓殊、原無定體、自古以然、何足怪乎。
88.169	言人不能早自裁決、以出獄吏繩墨之外、而稍遲疑、則至鞭箠、欲引節自絕、不亦遠于知幾乎。
88.170	找轉刑不上大夫句。 ○以上言不必引決、以下言己之不引決、乃更有所欲爲。
88.171	言激于義理者、則不貪生念顧、義不得已也。
88.172	言父母兄弟已喪、無可念矣。視我于妻子何如哉、言何足顧也。
88.173	死節要歸于義、何嘗論勇怯。
88.174	跌宕。
88.175	荊揚淮海之間、呼奴爲臧、呼婢爲獲。
88.176	應上不得已。 ○再跌宕。
88.177	凡作無數跌宕、方說出作史記本意。筆勢何等紆迴、何等鬱勃。
88.178	升、
88.179	惕、
88.180	倜儻、卓異也。 ○先虛提一筆。
88.181	崇侯譖西伯于紂、紂乃囚之于羑里。西伯演易之八卦爲六十四。
88.182	孔子戹于陳蔡、還作春秋。
88.183	屈原爲楚懷王左徒、上官大夫讒之、被放逐、乃作離騷經。
88.184	失明、謂無目也。
88.185	頻上聲、
88.186	孫臏與龐涓俱學兵法、涓自以爲能不及臏、乃陰使人召臏、至則刑斷其兩足而黥之。臏、刖刑、去膝蓋骨。人因呼爲孫臏。
88.187	秦始皇遷呂不韋于蜀、于是著書、以爲八覽六論十二紀、名呂氏春秋。
88.188	稅、
88.189	韓非、韓之公子也、入秦爲李斯所毀、下獄。非先曾著孤憤說難十餘萬言。
88.190	倒句。
88.191	述往古興亡賢愚之事、思來者以作戒也。 ○三句總承上八句說、此廣引被辱著書之人、以發作史之意。
88.192	獨複引左氏孫子者、以其廢疾與己同、因遂言著書、宜與之一例也。
88.193	黃帝。
88.194	漢武。
88.195	忍一時之辱、而重萬世之名、立志誠卓。
88.196	藏于山者、備亡失也。
88.197	傳之同志、廣之邑都。
88.198	史遷深以刑餘爲辱、故通篇不脫一辱字。此結言著書償前辱、聊以自解。
88.199	回應前文、關鎖緊密。
88.200	負累之下、未易可居。
88.201	下流、至賤也。
88.202	言如此便應逃遁遠去。
88.203	蛤、
88.204	閨閤臣、閹臣。引、出也。狂惑、謂小人。言所以不得逃遁遠去、只因久係閨閤之臣、故不得自主耳。豈真得位行道哉。
88.205	辣、
88.206	剌、戾也。 ○此書大㫖、總是却少卿推賢進士之教。故四字爲一篇綱領、始終亦自相應。
88.207	萬、
88.208	曼、美也。
88.209	恐益爲俗人所不信。
88.210	言死後名譽流于千載也。 ○直應上本末未易明句。
89.1	西漢文
89.2	Main|高帝求賢詔
89.3	霸、
89.4	以王伯自期、以古人期士。
89.5	歸咎人主、頓挫極醒。
89.6	歸功賢士、得體。
89.7	無、
89.8	是求賢正㫖。
89.9	二句、見帝制作雄略。
89.10	上言交、此言游、真有天子友匹夫氣象。
89.11	周昌。
89.12	贊、
89.13	蕭何。
89.14	中執法、中丞也。 ○此詔令頒行次第。
89.15	意實可稱明德、非僞士也。
89.16	郡守身自往勸、爲之駕車。
89.17	詣、至也。
89.18	作儀、
89.19	書其行狀、儀容、年紀。
89.20	郡守不舉。
89.21	發覺則免其官。
90.1	西漢文
90.2	Main|文帝議佐百姓詔
90.3	如字、
90.4	去聲、
90.5	間、近也。比、頻也。
90.6	虛喝二句。
90.7	一詰。
90.8	再詰。
90.9	鐸、
90.10	地多于民。
90.11	三詰、咎字呼應。
90.12	謂工商之業。
90.13	蕃、多也。
90.14	牢、
90.15	糜、
90.16	醪、汁滓酒也。靡、散也。
90.17	休去聲、
90.18	六畜、牛馬羊犬豕雞也。
90.19	又繳一筆、他、仍作推究語。
90.20	求得其中、愛民之誠如見。
91.1	西漢文
91.2	Main|景帝令二千石修職詔
91.3	漏、
91.4	纂、赤組也。組、印紱。
91.5	工、
91.6	一層。
91.7	二層。
91.8	三層。 ○起數語作三層寫、意甚婉至。
91.9	成、
91.10	以務農蠶爲倡。
91.11	同徭、
91.12	太官、主膳食。 ○不傷害農事女紅。
91.13	同蓄、
91.14	欲絕飢寒本原。
91.15	攘、取也。六十曰耆。遂、成也。 ○欲民免于爲非。
91.16	未稱朕意、必有任其咎者。
91.17	以詐僞人爲吏。
91.18	行同商賈。
91.19	漁、言若漁獵之爲也。牟、食苗根蟲。侵牟、食民比之牟賊也。 ○咎不在民而在吏。
91.20	縣丞爲吏之長。
91.21	姦法、因法作姦也。與、助也。漁奪侵牟、吏卽爲盜。長吏知情而不執法、是助盜爲盜矣。殊非設長吏之意也。 ○咎不在吏、而在長吏。
91.22	修察長吏之職。
91.23	帽、
91.24	耗亂、不明也。指二千石言。
91.25	請其不修職之罪。○咎不在長吏、而在二千石。
92.1	西漢文
92.2	Main|武帝求茂材異等詔
92.3	武帝雄心、露于非常二字。
92.4	題、
92.5	奔、馳也。踶、踢也。奔踶者、乘之卽奔、立則踶人也。
92.6	負俗、謂被世譏論也。 ○二或字活看。
92.7	同覂、音捧。
92.8	泛、覆也。覆駕者、言馬有逸氣、不循軌轍也。 ○頂奔踶說。
92.9	託、
92.10	跅者、跅落無檢局也。弛者、放廢不遵禮度也。 ○頂負俗說。
92.11	只一御字、相見英主作用。
92.12	舊言秀才、避光武諱稱茂材。異等者、超等軼羣、不與凡同也。 ○應非常之人。
92.13	絕遠之國、謂聲教之外。 ○應非常之功。
93.1	西漢文
93.2	Main|過秦論
93.3	殽、山名、謂二殽。函、函谷關也。擁、亦據也。雍州、今陝西。固守、堅守其地也。周室、天子之國。秦欲窺而取之。
93.4	捲、
93.5	括、結囊也。八荒、八方也。 ○四句只一意、而必疊寫之者、蓋極言秦先虎狼之心、非一辭而足也。
93.6	衛鞅。
93.7	橫、
93.8	連六國以事秦、而使之自相攻鬭。
93.9	拱手而取、言易也。西河、魏地名。 ○秦之始強如此。
93.10	孝公卒、子惠文王立、卒、子武王立、卒、立異母弟、是昭襄王也。
93.11	漢中巴蜀三郡、並屬益州。膏腴、土田良沃也。要害、山川險阻也。 ○秦之又強如此。
93.12	宗、
93.13	以一離六爲衡、以六攻一爲從、故衡曰連、從曰合。締、結也。 ○正欲寫秦之強、忽寫諸侯作反襯。
93.14	田文。
93.15	趙勝。
93.16	黃歇。
93.17	無忌。
93.18	極贊四君。以反襯秦之強。
93.19	趙人。
93.20	未詳。
93.21	洛陽人。
93.22	周人。
93.23	東周臣。
93.24	周君子。
93.25	秦臣。
93.26	邵、
93.27	依、 ○楚臣。
93.28	魏相。
93.29	未詳。
93.30	蘇秦弟。
93.31	燕臣。
93.32	魏將。
93.33	頻上聲、 ○孫武之後。
93.34	駝、 ○未詳。
93.35	倪、
93.36	留、 ○呂氏春秋曰、王廖貴先、兒良貴後。此二人者、皆天下之豪士也。
93.37	齊將。
93.38	皆趙將。
93.39	此段申明以致天下之士一句、極寫諸侯得人之盛、以反襯秦之強。
93.40	叩、擊也。關、函谷關。 ○此正接前合從締交、相與爲一句、作一逼、緊陗。
93.41	族、
93.42	九國、謂齊楚韓魏燕趙宋衛中山也。鏃、箭鏑也。 ○上寫諸侯謀弱秦、何等忙、此寫秦人困諸侯、何等閒。
93.43	初點連衡、次點合從、三敍約從離橫、四敍從散約解、段落井然。
93.44	軍敗曰北。櫓、大楯也。
93.45	極言秦之強、總是反跌下文。
93.46	昭襄王卒、子孝文王立、卒、子莊襄王立。
93.47	虛敍帶過。
93.48	方說到始皇。
93.49	六世、孝公惠文王武王昭王孝文王莊襄王。
93.50	振、舉也。策、馬箠也。振長策、以馬喻也。二周、東西周也。履至尊、踐帝位也。六合、天地四方也。敲扑、皆杖也。短曰敲、長曰扑。 ○四句亦只一意、極言始皇之強、非一辭而足也。
93.51	百越、非一種也。桂林、今鬱林。象郡、今日南。
93.52	同俯、
93.53	言任性命于獄官也。 ○極寫始皇之強。
93.54	秦將。
93.55	極寫始皇之強。 ○前歷言秦之強、以其善攻、以下言始皇不善守。
93.56	燔、燒也。百家言、經史之類。黔、黑也。秦謂民爲黔首、以其頭黑也。
93.57	灰、
93.58	的、
93.59	隳、毀也。兵、戎器也。咸陽、秦都。鋒鍉、兵刃也。始皇銷鋒鍉、爲金人十二、重各千石、置宮庭中。 ○始皇愚民弱民、適所以自愚自弱、伏末仁義不施而攻守之勢異一句。
93.60	斷華山爲城、因河水爲池。
93.61	疊上兩句。
93.62	何、問也。誰何、言誰敢問。 ○極形容始皇之強盛、比從前更自不同。
93.63	秦東有函谷關、南有嶢關武關、西有散關、北有蕭關、居四關之中、故曰關中。金城、言堅也。秦始皇曰、朕爲始皇帝、後世以計數、二世三世、至于萬世、傳之無窮。 ○自廢先王之道至此、正說秦皇之過、看來秦過、亦只是自愚自弱。
93.64	殊俗、遠方也。 ○臨說盡、又一振、筆愈緩、勢愈緊。
93.65	二字一篇大轉關。
93.66	陳勝、字涉、陽城人。秦二世元年秋、陳涉等起。甕牖、以敗甕口爲牖也。繩樞、以繩繫戶樞也。氓隸、賤稱。遷徙之徒、謂涉爲戍漁陽之徒也。
93.67	不及中等庸人。
93.68	范蠡之陶、自謂陶朱公、治產積十九年之閒、三致千金。猗頓聞朱公富、往問術、十年閒貲擬王公。故富稱陶朱、猗頓。 ○陳涉旣非其人、又非其資。
93.69	同勉、
93.70	同疲、
93.71	俛起、不得已而舉事也。阡陌、道路也。 ○不成軍旅。
93.72	傑、
93.73	揭、高舉也。斬木爲兵、而無鋒刃。舉竿爲旗、而無旌旛。 ○不成器仗。
93.74	同影、
93.75	雲集響應、如雲之集、如響之應也。贏、擔也。景從、如影之隨形也。 ○前寫諸侯如彼難、此寫陳涉如此易、反照作章法。
93.76	轉筆會全神。
93.77	同戟。
93.78	同𥎊、音芹。
93.79	仙、
93.80	曬、
93.81	耰、鋤柄。矜、矛柄。銛、利也。鎩、長矛。
93.82	涉、謫戍漁陽。抗、敵也。
93.83	曩時、六國之士。 ○總承前文、兩兩比較、句法變換、最耐尋味。
93.84	略作一頓。
93.85	疊上意又作一颺、文勢愈緊。
93.86	招、舉也。九州之數、秦有雍州、餘八州、皆諸侯之地。 ○收前半篇。
93.87	陳涉爲首倡。
93.88	死人手、謂秦王子嬰爲項羽所殺。 ○收後半篇。
93.89	結出一篇主意、筆力千鈞。
94.1	西漢文
94.2	Main|治安策
94.3	立國險固、諸侯強大、則必與天子有相疑之勢。 ○開口便吸盡全篇。
94.4	朔、
94.5	爽、忒也。上疑下必討、則下被其殃而不能全。下疑上必反、則上爽其憂而不能安。 ○是立言大㫖。
94.6	謂淮南厲王長。文帝六年、謀反、廢死。
94.7	向、
94.8	謂齊悼惠王子興居爲濟北王、聞文帝幸太原、發兵反、欲擊取滎陽、伏誅。
94.9	吳王濞、高帝兄劉仲之子、不循漢法、有告之者。
94.10	鼎、方也。 ○一。
94.11	二。
94.12	三。
94.13	因三國之反、乃知他國未有不思反者。
94.14	一轉揠入、事情喫緊處。
94.15	所以一時暫安。
94.16	貫、
94.17	逆推將來、指陳利害、誠遠謀切慮。
94.18	反剔治安、下語斬截。
94.19	衛、
94.20	熭、曬也。 ○喻時不可失。
94.21	全安、謂全下安上。
94.22	同乃、
94.23	景、
94.24	墮、毀也。抗剄、謂舉其頭而割之也。
94.25	季世、末世也。 ○此言欲全骨肉之屬、當及今早圖、語帶痛哭之聲。
94.26	尚憚二句、指不肯早爲。
94.27	無位、無時、無助。
94.28	設一難。
94.29	一不能。
94.30	高帝之時。
94.31	韓信爲楚王、人告信欲反、遂械信、赦爲淮陰侯。
94.32	英布爲淮南王反、高帝自往擊之。
94.33	梁王彭越謀反、夷三族。
94.34	故韓王孽孫信、與匈奴反太原、高帝自往擊之。
94.35	張敖嗣父耳爲趙王、趙相貫高等謀弒高帝、事覺夷三族。赦趙王敖爲宣平侯。
94.36	陳豨以趙相國守代地反、人言豨反、時燕王盧綰使人之豨所、與陰謀、綰遂亡入匈奴。
94.37	又設一難。
94.38	二不能。
94.39	同並、
94.40	殽、雜也。 ○忽論高帝。
94.41	同側、
94.42	禮、卿大夫之支子爲側室。席、藉也。言非有側室之勢、爲之資藉也。
94.43	同僅、
94.44	中涓、舍人、皆官名。
94.45	角材臣之。
