^:<name=gwgz footnote=ck preload=true>	note
116.淅淅	蕭瑟凄涼。風聲。
116.魂魄	古代稱人的精神靈氣為魂魄。
116.冪冪	陰森，凄慘的樣子。
116.牧	李牧，戰國時趙國抗擊匈奴的名將。據《史記》記載，他大破匈奴，殺十余萬騎。
116.林胡	匈奴的一支。
116.漢傾天下	指漢朝從文帝時開始積蓄力量，到武帝時，發動三次大規模抗擊匈奴的戰爭，以致耗竭全國財力。
116.殫	竭盡。
116.痡	病。這里指疲敝。
116.獫狁	也作“玁狁”，我國北方的一個民族。
116.太原	在今山西省西南部。《詩經·小雅·弓月》：“薄伐玁狁，至于太原。”​
116.既城朔方	語出《詩經·小雅·出車》：“天子命我，城彼朔方。”城，筑城。朔方，北方。
116.飲至	古時諸侯朝見、會盟、征伐完畢都要到宗廟里告祭祖先，飲酒慶賀，叫做“飲至”。
116.策勛	把功勛記在簡策上。
116.穆穆	儀表端莊恭敬，多用以頌揚帝王。
116.棣棣	儀態嫻雅和順。
116.荼毒	毒害、殘害。荼，苦菜。毒，螫人的蟲。
116.朱殷	這里指血。朱，紅色。殷，赤黑色。
116.漢擊匈奴	漢武帝時，由大將軍衛青，驃騎將軍霍去病率兵北征匈奴，占領陰山一帶，并設兵屯守，匈奴從此勢衰。但漢朝也損失極重。
116.陰山	山名。起于河套西北，綿亙內蒙古自治區東北，與內興安嶺相接。
116.枕骸	尸骨相枕，形容死人極多。
116.蒼蒼	盛多的樣子。
116.蒸	通“焏”，眾。
116.提攜捧負	此指盡心盡力供養父母。提攜，攙扶。捧，兩手承托。負，以背載物。
116.咎	罪過。
116.悁悁	憂悶的樣子。
116.布奠	陳列祭品。
116.傾觴	把酒杯里的酒倒在地上。觴，盛酒器。
116.精魂	戰死者的靈魂。
116.兇年	荒年。《老子》：“大軍（指戰爭）之后，必有荒年。”
116.守在四夷	意思是只有行“王道”，四夷才能各為帝王守土。
117.斯	此，這。
117.馨	能散布到遠處去的芳香。這里指德行的美好。
117.鴻儒	指學識淵博的學者。鴻，大。
117.白丁	無官職的平民。這里指缺乏文化的人。
117.金經	指用泥金（一種用金箔和膠水制成的金色顏料）書寫的佛經。
117.絲竹	絲，指弦樂器。竹，管樂器。這里泛指樂器發出的聲音。
117.案牘	指官府的文書。
117.諸葛	指諸葛亮。三國時蜀國丞相。未出山前，曾隱居在南陽郡鄧縣之隆中（今湖北襄陽西）茅廬中。
117.子云	揚雄字子云，成都人，西漢辭賦家。
117.何陋之有	語出《論語·子罕》篇：“子曰：‘君子居之，何陋之有？’”這里只引用“何陋之有”，即含有“君子居之”的意思。
118.六王	指燕、趙、韓、魏、齊、楚六國君主。
118.畢	完畢。這里指六王統治的結束。
118.兀	山頂平禿。這里指山上的樹木被砍光了。
118.阿房	遺址在今西安市西阿房村。
118.驪山	在今陜西臨潼縣東南。
118.咸陽	在今陜西咸陽市東北。
118.二川	指渭川和樊川。
118.溶溶	河水流動的樣子。
118.檐牙	指房檐的滴水瓦排列著和牙齒一樣。
118.囷囷焉	曲折回旋的樣子。
118.復道	樓閣之間架木構成的通道。
118.霽	雨后初晴。
118.妃	指皇帝的妾、太子王侯的妻。
118.嬪	都是宮廷里的女官。這里指宮妃。
118.嬙	宮廷里的女官。
118.媵	陪嫁的人。這里指宮女。
118.輦	帝王和皇后所乘的車，這里作動詞用。
118.鬟	古代婦女梳的環形發結。
118.椒蘭	都是香料。
118.縵立	久久地站立。縵，通“慢”。
118.幸	古代指天子車駕到達某地。
118.鐺	一種平底淺鍋。
118.邐迤	連續不斷的樣子。
118.錙銖	古代重量單位，六銖為一錙，一銖略等于后來一兩的二十四分之一。用來比喻輕微。
118.磷磷	這里是形容顯露的樣子。
118.庾	露天的谷倉。
118.嘔啞	形容雜亂的樂器聲。
118.函谷	指函谷關，在今河南靈寶東北。
118.亦使后人而復哀后人	前一個“后人”指唐代以后的人；后一個“后人”，指唐代統治者。
119.之	至，到達。
119.老子	春秋時著名哲學家，姓李，名耳，楚國人。創立道家學派，并被后來的道教奉為始祖。著有《老子》（又名《道德經》）一書。
119.煦煦	指小恩小惠。
119.孑孑	形容謹小慎微。
119.孔子	名丘，字仲尼，魯國陬邑（今山東曲阜）人。春秋末年著名思想家、教育家，儒家學派的創始人。
119.沒	通“歿”，死。
119.火于秦	指秦始皇焚書。
119.黃老	道家流派，漢初流行并發展起來，以道家為本，兼采各家學說，比較注重法治，主張守成無為，為漢初統治者所尊奉。黃，指黃帝，傳說中的古帝王。老，即老子。
119.佛	佛教，世界主要宗教之一。前6至前5世紀釋迦牟尼創立。釋迦牟尼出生于今尼泊爾境內，后在印度從事宗教活動。佛教主張“眾生平等”、“有生皆苦”，以涅槃（超脫生死）為理想境界。后為剝削階級所利用。東漢初年傳入我國洛陽。
119.魏	指南北朝時代由鮮卑族拓跋氏建立的北魏。
119.楊	楊朱，戰國時哲學家，主張“輕物重生”、“為我”，并和儒家墨家對立。
119.墨	墨翟，魯國人，戰國初年的思想家。主張“兼愛”、“薄葬”，和儒家對立。
119.云爾	語助詞，相當于“等等”。
119.為民者四	指士、農、工、商四種人。作者認為“士”是施行教化的人，故下文說“處其一”。
119.為民者六	指當時的士、農、工、商和佛教徒、道教徒。作者認為，佛教徒、道教徒也是施行教化的人，故下文說“處其三”。
119.賈	商人。這里用作動詞，是經商的意思。
119.資	依賴。
119.焉	于此。
119.宮	房屋。
119.贍	供應。
119.宣	排解。
119.湮郁	心中的積悶。
119.率	通“律”。
119.符	古代一種憑證，雙方各執一半。
119.璽	印信。
119.斛	量器。
119.權	秤砣。
119.衡	秤桿。
119.郭	外城。
119.今其言曰	引文出自《莊子·胠篋》篇。
119.介	甲。
119.而	通“爾”，你們。下兩句中的“而”同此。
119.清凈寂滅	道教和佛教修行的理想境界，指一切欲望和念頭以及現實世界都是虛幻的。
119.禹	傳說中古代部落聯盟領袖，曾治理過洪水。其子啟建立了夏朝。
119.湯	商王朝建立者。
119.文	周文王，商末周族領袖。
119.武	周武王，周文王之子，滅商，建立西周。
119.周公	西周初年政治家，周武王弟，曾協助武王滅商。武王死后，又輔佐年幼的成王，建立了周朝的典章制度，加強了奴隸主階級的統治。
119.帝	這里指堯舜的稱號。
119.王	這里指禹、湯、文、武的稱號。
119.葛	多年生藤本植物，莖纖維可織葛布，古時作夏衣。這里用作動詞，是穿夏衣的意思。
119.傳	解釋儒家經典的書籍。引文出自《禮記·大學》。
119.齊	整治。
119.天常	這里指天倫，即君臣、父子等封建倫理關系。
119.《春秋》	春秋時魯國史官所編的史書。過去相傳為孔子所作。
119.夷	古代泛指當時中原以外的少數民族。下文“夷狄”合稱，義同。
119.經	指儒家經典。引文出自《論語·八佾》篇。
119.諸夏	古代指中原各諸侯國。
119.亡	通“無”。
119.《詩》	《詩經》，西周及春秋前期的詩歌總集。引文見《詩經·魯頌·閟宮》。
119.戎狄	古代指西北方的少數民族。
119.膺	攻擊。
119.荊舒	古代指東南方的少數民族。
119.幾何	多少。
119.胥	都。
119.《書》	《尚書》，上古歷史文件的匯編。
119.《易》	《周易》，古代流傳下來的占卜書。這些都被儒家列為經典。
119.郊	郊祀，祭天。
119.假	通“格”，到。
119.廟	指祭祖。
119.饗	通“享”，享用。
119.向	從前。
119.堯	傳說中父系氏族社會后期的部落聯盟領袖。曾把職位禪讓給舜。
119.舜	也是傳說中父系氏族社會后期的部落聯盟領袖。
119.孟軻	戰國時鄒（今山東鄒縣）人。政治傾向比較保守。被后來的儒家尊為“亞聖”。
119.荀	荀子，名況，又稱荀卿、孫卿。戰國末年著名的思想家和教育家。他的學說吸收了春秋戰國時期許多學派的進步觀點，反映了新興封建地主階級建立封建統治秩序的要求。
119.揚	指揚雄（約前53年—18年），字子云，西漢末年的文學家和思想家。學術思想具有無神論傾向。
119.道之	“道”通“導”。
119.鰥	沒有妻子的老人。
119.獨	沒有子女的老人。
119.庶乎	差不多。
120.君子	古代指有道德修養的人。
120.責	要求。
120.重	嚴格。
120.周	全面。
120.輕	寬容。
120.約	簡略。
120.舜	傳說中我國氏族社會末期的部落聯盟領袖。
120.乃	竟然，卻。
120.周公	姓姬名旦，周文王之子，周武王之弟。西周初年杰出的政治家。
120.藝	技能。
120.病	瑕疵，缺點。
120.君子2	這里指那些有地位的人。
120.廉	少，低。
120.少	稍微。
120.已	太，甚。
120.用	作用，這里指才能。
120.聞	聲望，聲譽。
120.修	求上進。
120.語	告訴。
120.與	朋友。
120.畏	害怕他的人。
120.說	通“悅”，高興。下句“說”同此。
120.存	記在心中。
120.幾	庶幾，差不多。
120.理	即“治”，治理。唐代為避高宗諱，“治”改為“理”。
121.麟	麒麟，古代傳說中的一種動物。狀如鹿，牛尾，狼額，馬蹄，五彩腹。其性柔和。古人把它當作仁獸，作為吉祥的象征。
121.昭昭	明白。
121.《詩》	即《詩經》，我國最早的詩歌總集，其中有《周南·麟之趾》篇。
121.《春秋》	春秋時期魯國的編年體史書。相傳由孔子刪定整理而成。魯哀公十三年（前482年）有“西狩獲麟”的記載。
121.類	相似。
121.麋	也叫“駝鹿”或“犴”（hān）。
121.鬛	馬頸上的長毛。
121.果	確實，果然。
122.噓氣	吐氣。
122.靈	神奇靈通。
122.茫洋	遼闊深遠的樣子。
122.窮	到盡頭。
122.玄間	指蒼穹、宇宙。玄，深青色，這里指天空。
122.薄	迫近。
122.伏	藏匿，這里是遮蔽的意思。
122.景	日光。
122.感	通“撼”，動搖。
122.震電	即雷電。震，雷。
122.神	變幻莫測。
122.水下土	水，用作動詞，淹灌。下土，大地。
122.汩	汩沒，淹沒。
122.信	確實。
122.易	《周易》，我國古代卜筮用書，相傳為周文王所作。書中引文見于《易》乾卦。
123.伯樂	相傳為春秋時善于相馬的人，姓孫，名陽。
123.奴隸人	地位低下受人役使的人，這里指凡夫俗子。
123.駢死	成雙成對地死去。
123.櫪	馬槽。
123.食	通“飼”。
123.見	同“現”，顯現。
123.策	馬鞭，這里用作動詞，使用。
123.道	指千里馬的習性。
123.鳴之而不能通其意	傳說伯樂曾道逢一匹拉鹽的馬伏在車下，馬見伯樂而長鳴，伯樂知其為千里馬，為之落淚。這里指飼馬者沒有辨認千里馬的能力。
124.受	通“授”。
124.惑	疑惑，這里指疑難問題。
124.聞	知道，懂得。
124.師之	以他為師。師，名詞用作動詞。
124.庸	豈，何必。
124.出	超出。
124.下	低于，不如。
124.身	自身。
124.之	指童子。
124.句讀	也作“句逗”，這里指文章的斷句。
124.不	通“否”。
124.小學而大遺	學了小的而丟了大的。小，指句讀；大，指解惑、學道。
124.巫醫	古代以裝神弄鬼替人祈禱、治病為職業的人。
124.樂師	以歌唱、奏樂為職業的人。
124.百工	各種工匠。
124.相師	指師徒代代傳授。相，更相。
124.士大夫	古代指官僚階層和有地位、有聲望的讀書人。
124.相若	相似。
124.足	極度，十分。
124.盛	大。
124.不齒	不屑與他們同列，指極端鄙視。齒，齊列。
124.郯子	春秋時郯國（今山東郯城一帶）國君，孔子曾向他請教過有關少皞氏時代的官職名稱。
124.萇宏	東周敬王時候的大夫，孔子曾向他請教古樂。
124.師襄	春秋時魯國的樂官，名襄。孔子曾向他學習彈琴。師，樂師。
124.老聃	即老子，春秋時楚國人，思想家，道家學派創始人。孔子曾向他請教禮儀。
124.孔子曰	下面引文出自《論語·述而》篇。原句為：“三人行，必有我師焉。”
124.攻	研究。
124.李氏子蟠	唐德宗貞元十九年（803年）進士。
124.古文	指秦漢時代的文章。
124.六藝	即六經，指《詩》、《書》、《禮》、《樂》、《易》、《春秋》。
124.時	時俗，指當時恥于從師的不良風氣。
124.嘉	贊許。
124.貽	贈。
125.國子先生	韓愈自稱。國子，國子學，唐代的教育主管機構和最高學府。國子監下屬的七個部門之一。韓愈當時任國子學博士（也稱國子博士）。
125.諸生	國子學中肄業的許多弟子。
125.嬉	游戲，玩樂。
125.行	操行，品德。
125.隨	因循。
125.治具	指法令。
125.占	有。
125.率	大都。
125.錄	錄用。
125.名一藝者	有一技之長的人。
125.庸	任用。
125.爬羅剔抉	發掘，挑選，指搜羅人才。
125.刮垢磨光	刮去塵垢，使之光亮，指造就人才。
125.幸	僥幸。
125.揚	這里作“進舉”講。
125.患	擔心，憂慮。
125.有司	主管官吏。
125.六藝	即六經，指《易》、《禮》、《樂》、《詩》、《書》、《春秋》。
125.披	翻閱。
125.紀事者	指史書之類。
125.纂言者	輯錄古人言論的書，如《論語》、《孟子》及諸子百家書。纂，集的意思。
125.捐	舍棄。
125.膏油	指燈燭。
125.晷	日影。
125.恒	長久。
125.兀兀	勞苦。
125.觝排	排斥。
125.異端	指非儒家的思想。
125.攘	排斥。
125.佛老	佛教和道教。
125.補苴	彌補。
125.罅	裂縫。
125.張皇	張大。
125.幽眇	深微。
125.墜緒	衰落的儒學。緒，事業，這里指儒學的道統。
